"No.","Time","Source","Destination","Protocol","Length","Info","src_port","dst_port"
"284","19.708123446","127.0.0.1","127.0.0.1","TCP","74","8080  >  59334 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=515145295 TSecr=515145295 WS=128","8080","59334"
"285","19.708153967","127.0.0.1","127.0.0.1","TCP","66","59334  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=515145295 TSecr=515145295","59334","8080"
"286","19.708225904","127.0.0.1","127.0.0.1","TCP","1411","8080  >  59318 [PSH, ACK] Seq=1 Ack=350 Win=65536 Len=1345 TSval=515145295 TSecr=515145293","8080","59318"
"287","19.708770247","127.0.0.1","127.0.0.1","TCP","415","59334  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=515145296 TSecr=515145295","59334","8080"
"288","19.708797415","127.0.0.1","127.0.0.1","TCP","66","8080  >  59334 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=515145296 TSecr=515145296","8080","59334"
"289","19.709709821","127.0.0.1","127.0.0.1","TCP","66","59318  >  8080 [ACK] Seq=350 Ack=1346 Win=73088 Len=0 TSval=515145297 TSecr=515145295","59318","8080"
"290","19.712266431","127.0.0.1","127.0.0.1","TCP","1411","8080  >  59334 [PSH, ACK] Seq=1 Ack=350 Win=65536 Len=1345 TSval=515145299 TSecr=515145296","8080","59334"
"291","19.712356457","127.0.0.1","127.0.0.1","TCP","66","59334  >  8080 [ACK] Seq=350 Ack=1346 Win=75008 Len=0 TSval=515145299 TSecr=515145299","59334","8080"
"292","19.713964831","127.0.0.1","127.0.0.1","TCP","361","59318  >  8080 [PSH, ACK] Seq=350 Ack=1346 Win=73088 Len=295 TSval=515145301 TSecr=515145295","59318","8080"
"295","19.715505390","127.0.0.1","127.0.0.1","TCP","1903","59310  >  8080 [PSH, ACK] Seq=698 Ack=2111 Win=74368 Len=1837 TSval=515145302 TSecr=515145286","59310","8080"
"296","19.715538286","127.0.0.1","127.0.0.1","TCP","66","8080  >  59310 [ACK] Seq=2111 Ack=2535 Win=84224 Len=0 TSval=515145302 TSecr=515145288","8080","59310"
"297","19.715681739","127.0.0.1","127.0.0.1","TCP","831","8080  >  59318 [PSH, ACK] Seq=1346 Ack=645 Win=65536 Len=765 TSval=515145303 TSecr=515145301","8080","59318"
"298","19.717409124","127.0.0.1","127.0.0.1","TCP","74","59350  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=515145304 TSecr=0 WS=128","59350","8080"
"299","19.717436781","127.0.0.1","127.0.0.1","TCP","74","8080  >  59350 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=515145304 TSecr=515145304 WS=128","8080","59350"
"300","19.717461644","127.0.0.1","127.0.0.1","TCP","66","59350  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=515145304 TSecr=515145304","59350","8080"
"301","19.718038603","127.0.0.1","127.0.0.1","TCP","415","59350  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=515145305 TSecr=515145304","59350","8080"
"302","19.718059486","127.0.0.1","127.0.0.1","TCP","66","8080  >  59350 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=515145305 TSecr=515145305","8080","59350"
"303","19.719470559","127.0.0.1","127.0.0.1","TCP","74","59352  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=515145306 TSecr=0 WS=128","59352","8080"
"304","19.719500521","127.0.0.1","127.0.0.1","TCP","74","8080  >  59352 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=515145306 TSecr=515145306 WS=128","8080","59352"
"305","19.719526781","127.0.0.1","127.0.0.1","TCP","66","59352  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=515145306 TSecr=515145306","59352","8080"
"306","19.719689442","127.0.0.1","127.0.0.1","TCP","74","59358  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=515145307 TSecr=0 WS=128","59358","8080"
"307","19.719713607","127.0.0.1","127.0.0.1","TCP","74","8080  >  59358 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=515145307 TSecr=515145307 WS=128","8080","59358"
"308","19.719734629","127.0.0.1","127.0.0.1","TCP","66","59358  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=515145307 TSecr=515145307","59358","8080"
"309","19.720210737","127.0.0.1","127.0.0.1","TCP","415","59352  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=515145307 TSecr=515145306","59352","8080"
"310","19.720235251","127.0.0.1","127.0.0.1","TCP","66","8080  >  59352 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=515145307 TSecr=515145307","8080","59352"
"311","19.720350978","127.0.0.1","127.0.0.1","TCP","415","59358  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=515145307 TSecr=515145307","59358","8080"
"312","19.720371581","127.0.0.1","127.0.0.1","TCP","66","8080  >  59358 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=515145307 TSecr=515145307","8080","59358"
"313","19.721357321","127.0.0.1","127.0.0.1","TCP","119","59318  >  8080 [PSH, ACK] Seq=645 Ack=2111 Win=74368 Len=53 TSval=515145308 TSecr=515145303","59318","8080"
"314","19.722060274","127.0.0.1","127.0.0.1","TCP","361","59334  >  8080 [PSH, ACK] Seq=350 Ack=1346 Win=75008 Len=295 TSval=515145309 TSecr=515145299","59334","8080"
"317","19.731083627","127.0.0.1","127.0.0.1","TCP","74","59366  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=515145318 TSecr=0 WS=128","59366","8080"
"318","19.731115126","127.0.0.1","127.0.0.1","TCP","74","8080  >  59366 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=515145318 TSecr=515145318 WS=128","8080","59366"
"319","19.731142783","127.0.0.1","127.0.0.1","TCP","66","59366  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=515145318 TSecr=515145318","59366","8080"
"320","19.731695507","127.0.0.1","127.0.0.1","TCP","1903","59318  >  8080 [PSH, ACK] Seq=698 Ack=2111 Win=74368 Len=1837 TSval=515145319 TSecr=515145303","59318","8080"
"321","19.731730846","127.0.0.1","127.0.0.1","TCP","66","8080  >  59318 [ACK] Seq=2111 Ack=2535 Win=83584 Len=0 TSval=515145319 TSecr=515145308","8080","59318"
"322","19.733404523","127.0.0.1","127.0.0.1","TCP","415","59366  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=515145320 TSecr=515145318","59366","8080"
"323","19.733435602","127.0.0.1","127.0.0.1","TCP","66","8080  >  59366 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=515145320 TSecr=515145320","8080","59366"
"324","19.743048556","127.0.0.1","127.0.0.1","TCP","74","59372  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=515145330 TSecr=0 WS=128","59372","8080"
"325","19.743091159","127.0.0.1","127.0.0.1","TCP","74","8080  >  59372 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=515145330 TSecr=515145330 WS=128","8080","59372"
"326","19.743121679","127.0.0.1","127.0.0.1","TCP","66","59372  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=515145330 TSecr=515145330","59372","8080"
"327","19.744533800","127.0.0.1","127.0.0.1","TCP","415","59372  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=515145331 TSecr=515145330","59372","8080"
"328","19.744566486","127.0.0.1","127.0.0.1","TCP","66","8080  >  59372 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=515145331 TSecr=515145331","8080","59372"
"329","19.751318461","127.0.0.1","127.0.0.1","TCP","74","59386  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=515145338 TSecr=0 WS=128","59386","8080"
"330","19.751347585","127.0.0.1","127.0.0.1","TCP","74","8080  >  59386 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=515145338 TSecr=515145338 WS=128","8080","59386"
"331","19.751378106","127.0.0.1","127.0.0.1","TCP","66","59386  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=515145338 TSecr=515145338","59386","8080"
"332","19.752020506","127.0.0.1","127.0.0.1","TCP","415","59386  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=515145339 TSecr=515145338","59386","8080"
"333","19.752046208","127.0.0.1","127.0.0.1","TCP","66","8080  >  59386 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=515145339 TSecr=515145339","8080","59386"
"334","19.755435046","127.0.0.1","127.0.0.1","TCP","831","8080  >  59334 [PSH, ACK] Seq=1346 Ack=645 Win=65536 Len=765 TSval=515145342 TSecr=515145309","8080","59334"
"335","19.758114577","127.0.0.1","127.0.0.1","TCP","74","59394  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=515145345 TSecr=0 WS=128","59394","8080"
"336","19.758148869","127.0.0.1","127.0.0.1","TCP","74","8080  >  59394 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=515145345 TSecr=515145345 WS=128","8080","59394"
"337","19.758176037","127.0.0.1","127.0.0.1","TCP","66","59394  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=515145345 TSecr=515145345","59394","8080"
"338","19.758757116","127.0.0.1","127.0.0.1","TCP","74","59402  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=515145346 TSecr=0 WS=128","59402","8080"
"339","19.758790361","127.0.0.1","127.0.0.1","TCP","74","8080  >  59402 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=515145346 TSecr=515145346 WS=128","8080","59402"
"340","19.758914818","127.0.0.1","127.0.0.1","TCP","415","59394  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=515145346 TSecr=515145345","59394","8080"
"341","19.758934513","127.0.0.1","127.0.0.1","TCP","66","8080  >  59394 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=515145346 TSecr=515145346","8080","59394"
"342","19.759714431","127.0.0.1","127.0.0.1","TCP","66","59402  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=515145347 TSecr=515145346","59402","8080"
"343","19.760513764","127.0.0.1","127.0.0.1","TCP","1411","8080  >  59350 [PSH, ACK] Seq=1 Ack=350 Win=65536 Len=1345 TSval=515145347 TSecr=515145305","8080","59350"
"344","19.760573339","127.0.0.1","127.0.0.1","TCP","66","59350  >  8080 [ACK] Seq=350 Ack=1346 Win=75008 Len=0 TSval=515145347 TSecr=515145347","59350","8080"
"345","19.760602463","127.0.0.1","127.0.0.1","TCP","415","59402  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=515145347 TSecr=515145346","59402","8080"
"346","19.760650653","127.0.0.1","127.0.0.1","TCP","66","8080  >  59402 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=515145348 TSecr=515145347","8080","59402"
"347","19.761758266","127.0.0.1","127.0.0.1","TCP","119","59334  >  8080 [PSH, ACK] Seq=645 Ack=2111 Win=75392 Len=53 TSval=515145349 TSecr=515145342","59334","8080"
"348","19.761994609","127.0.0.1","127.0.0.1","TCP","74","59406  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=515145349 TSecr=0 WS=128","59406","8080"
"349","19.762020799","127.0.0.1","127.0.0.1","TCP","74","8080  >  59406 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=515145349 TSecr=515145349 WS=128","8080","59406"
"350","19.762044755","127.0.0.1","127.0.0.1","TCP","66","59406  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=515145349 TSecr=515145349","59406","8080"
"351","19.762683523","127.0.0.1","127.0.0.1","TCP","415","59406  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=515145350 TSecr=515145349","59406","8080"
"352","19.762708876","127.0.0.1","127.0.0.1","TCP","66","8080  >  59406 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=515145350 TSecr=515145350","8080","59406"
"353","19.763334933","127.0.0.1","127.0.0.1","TCP","1411","8080  >  59352 [PSH, ACK] Seq=1 Ack=350 Win=65536 Len=1345 TSval=515145350 TSecr=515145307","8080","59352"
"354","19.763397860","127.0.0.1","127.0.0.1","TCP","66","59352  >  8080 [ACK] Seq=350 Ack=1346 Win=75008 Len=0 TSval=515145350 TSecr=515145350","59352","8080"
"355","19.763909308","127.0.0.1","127.0.0.1","TCP","74","59410  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=515145351 TSecr=0 WS=128","59410","8080"
"356","19.763923276","127.0.0.1","127.0.0.1","TCP","74","59412  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=515145351 TSecr=0 WS=128","59412","8080"
"357","19.763946952","127.0.0.1","127.0.0.1","TCP","74","8080  >  59412 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=515145351 TSecr=515145351 WS=128","8080","59412"
"358","19.763946952","127.0.0.1","127.0.0.1","TCP","74","8080  >  59410 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=515145351 TSecr=515145351 WS=128","8080","59410"
"359","19.763971815","127.0.0.1","127.0.0.1","TCP","66","59412  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=515145351 TSecr=515145351","59412","8080"
"360","19.763971815","127.0.0.1","127.0.0.1","TCP","66","59410  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=515145351 TSecr=515145351","59410","8080"
"361","19.764660101","127.0.0.1","127.0.0.1","TCP","415","59410  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=515145351 TSecr=515145351","59410","8080"
"362","19.764660101","127.0.0.1","127.0.0.1","TCP","415","59412  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=515145351 TSecr=515145351","59412","8080"
"363","19.764686222","127.0.0.1","127.0.0.1","TCP","66","8080  >  59412 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=515145352 TSecr=515145351","8080","59412"
"364","19.764686222","127.0.0.1","127.0.0.1","TCP","66","8080  >  59410 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=515145352 TSecr=515145351","8080","59410"
"365","19.765116514","127.0.0.1","127.0.0.1","TCP","361","59350  >  8080 [PSH, ACK] Seq=350 Ack=1346 Win=75008 Len=295 TSval=515145352 TSecr=515145347","59350","8080"
"366","19.765154089","127.0.0.1","127.0.0.1","TCP","66","8080  >  59350 [ACK] Seq=1346 Ack=645 Win=65280 Len=0 TSval=515145352 TSecr=515145352","8080","59350"
"367","19.766185225","127.0.0.1","127.0.0.1","TCP","361","59352  >  8080 [PSH, ACK] Seq=350 Ack=1346 Win=75008 Len=295 TSval=515145353 TSecr=515145350","59352","8080"
"368","19.766213371","127.0.0.1","127.0.0.1","TCP","66","8080  >  59352 [ACK] Seq=1346 Ack=645 Win=65280 Len=0 TSval=515145353 TSecr=515145353","8080","59352"
"369","19.767326152","127.0.0.1","127.0.0.1","TCP","74","59422  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=515145354 TSecr=0 WS=128","59422","8080"
"370","19.767356184","127.0.0.1","127.0.0.1","TCP","1411","8080  >  59358 [PSH, ACK] Seq=1 Ack=350 Win=65536 Len=1345 TSval=515145354 TSecr=515145307","8080","59358"
"371","19.767356184","127.0.0.1","127.0.0.1","TCP","74","8080  >  59422 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=515145354 TSecr=515145354 WS=128","8080","59422"
"372","19.767380629","127.0.0.1","127.0.0.1","TCP","66","59422  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=515145354 TSecr=515145354","59422","8080"
"373","19.767407727","127.0.0.1","127.0.0.1","TCP","66","59358  >  8080 [ACK] Seq=350 Ack=1346 Win=75008 Len=0 TSval=515145354 TSecr=515145354","59358","8080"
"374","19.767993067","127.0.0.1","127.0.0.1","TCP","74","59436  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=515145355 TSecr=0 WS=128","59436","8080"
"375","19.768022959","127.0.0.1","127.0.0.1","TCP","74","8080  >  59436 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=515145355 TSecr=515145355 WS=128","8080","59436"
"376","19.768041746","127.0.0.1","127.0.0.1","TCP","415","59422  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=515145355 TSecr=515145354","59422","8080"
"377","19.768049429","127.0.0.1","127.0.0.1","TCP","66","59436  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=515145355 TSecr=515145355","59436","8080"
"378","19.768063746","127.0.0.1","127.0.0.1","TCP","66","8080  >  59422 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=515145355 TSecr=515145355","8080","59422"
"379","19.768721861","127.0.0.1","127.0.0.1","TCP","415","59436  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=515145356 TSecr=515145355","59436","8080"
"380","19.768747003","127.0.0.1","127.0.0.1","TCP","66","8080  >  59436 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=515145356 TSecr=515145356","8080","59436"
"381","19.769595086","127.0.0.1","127.0.0.1","TCP","831","8080  >  59350 [PSH, ACK] Seq=1346 Ack=645 Win=65536 Len=765 TSval=515145356 TSecr=515145352","8080","59350"
"382","19.769595086","127.0.0.1","127.0.0.1","TCP","361","59358  >  8080 [PSH, ACK] Seq=350 Ack=1346 Win=75008 Len=295 TSval=515145356 TSecr=515145354","59358","8080"
"383","19.769647118","127.0.0.1","127.0.0.1","TCP","66","8080  >  59358 [ACK] Seq=1346 Ack=645 Win=65280 Len=0 TSval=515145356 TSecr=515145356","8080","59358"
"386","19.771136134","127.0.0.1","127.0.0.1","TCP","831","8080  >  59352 [PSH, ACK] Seq=1346 Ack=645 Win=65536 Len=765 TSval=515145358 TSecr=515145353","8080","59352"
"387","19.771183766","127.0.0.1","127.0.0.1","TCP","119","59350  >  8080 [PSH, ACK] Seq=645 Ack=2111 Win=75392 Len=53 TSval=515145358 TSecr=515145356","59350","8080"
"388","19.771338953","127.0.0.1","127.0.0.1","TCP","1904","59334  >  8080 [PSH, ACK] Seq=698 Ack=2111 Win=75392 Len=1838 TSval=515145358 TSecr=515145342","59334","8080"
"389","19.771359975","127.0.0.1","127.0.0.1","TCP","66","8080  >  59334 [ACK] Seq=2111 Ack=2536 Win=84224 Len=0 TSval=515145358 TSecr=515145349","8080","59334"
"390","19.772759804","127.0.0.1","127.0.0.1","TCP","120","59352  >  8080 [PSH, ACK] Seq=645 Ack=2111 Win=75392 Len=54 TSval=515145360 TSecr=515145358","59352","8080"
"391","19.773945080","127.0.0.1","127.0.0.1","TCP","1411","8080  >  59366 [PSH, ACK] Seq=1 Ack=350 Win=65536 Len=1345 TSval=515145361 TSecr=515145320","8080","59366"
"392","19.773986566","127.0.0.1","127.0.0.1","TCP","66","59366  >  8080 [ACK] Seq=350 Ack=1346 Win=75008 Len=0 TSval=515145361 TSecr=515145361","59366","8080"
"393","19.776060363","127.0.0.1","127.0.0.1","TCP","74","59450  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=515145363 TSecr=0 WS=128","59450","8080"
"394","19.776112395","127.0.0.1","127.0.0.1","TCP","74","8080  >  59450 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=515145363 TSecr=515145363 WS=128","8080","59450"
"395","19.776147734","127.0.0.1","127.0.0.1","TCP","66","59450  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=515145363 TSecr=515145363","59450","8080"
"396","19.777034300","127.0.0.1","127.0.0.1","TCP","415","59450  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=515145364 TSecr=515145363","59450","8080"
"397","19.777063423","127.0.0.1","127.0.0.1","TCP","66","8080  >  59450 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=515145364 TSecr=515145364","8080","59450"
"398","19.777494763","127.0.0.1","127.0.0.1","TCP","361","59366  >  8080 [PSH, ACK] Seq=350 Ack=1346 Win=75008 Len=295 TSval=515145364 TSecr=515145361","59366","8080"
"399","19.777523119","127.0.0.1","127.0.0.1","TCP","66","8080  >  59366 [ACK] Seq=1346 Ack=645 Win=65280 Len=0 TSval=515145364 TSecr=515145364","8080","59366"
"400","19.777533944","127.0.0.1","127.0.0.1","TCP","74","59464  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=515145364 TSecr=0 WS=128","59464","8080"
"401","19.777561112","127.0.0.1","127.0.0.1","TCP","74","8080  >  59464 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=515145364 TSecr=515145364 WS=128","8080","59464"
"402","19.777583462","127.0.0.1","127.0.0.1","TCP","66","59464  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=515145364 TSecr=515145364","59464","8080"
"403","19.778189544","127.0.0.1","127.0.0.1","TCP","415","59464  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=515145365 TSecr=515145364","59464","8080"
"404","19.778189544","127.0.0.1","127.0.0.1","TCP","831","8080  >  59358 [PSH, ACK] Seq=1346 Ack=645 Win=65536 Len=765 TSval=515145365 TSecr=515145356","8080","59358"
"405","19.778215735","127.0.0.1","127.0.0.1","TCP","66","8080  >  59464 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=515145365 TSecr=515145365","8080","59464"
"410","19.778654268","127.0.0.1","127.0.0.1","TCP","1901","59352  >  8080 [PSH, ACK] Seq=699 Ack=2111 Win=75392 Len=1835 TSval=515145366 TSecr=515145358","59352","8080"
"411","19.778678154","127.0.0.1","127.0.0.1","TCP","66","8080  >  59352 [ACK] Seq=2111 Ack=2534 Win=84224 Len=0 TSval=515145366 TSecr=515145360","8080","59352"
"412","19.778693798","127.0.0.1","127.0.0.1","TCP","1903","59350  >  8080 [PSH, ACK] Seq=698 Ack=2111 Win=75392 Len=1837 TSval=515145366 TSecr=515145356","59350","8080"
"413","19.778716706","127.0.0.1","127.0.0.1","TCP","66","8080  >  59350 [ACK] Seq=2111 Ack=2535 Win=84224 Len=0 TSval=515145366 TSecr=515145358","8080","59350"
"414","19.778848217","127.0.0.1","127.0.0.1","TCP","74","59470  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=515145366 TSecr=0 WS=128","59470","8080"
"415","19.778875944","127.0.0.1","127.0.0.1","TCP","74","8080  >  59470 [SYN, ACK] Seq=0 Ack=1 Win=65483 Len=0 MSS=65495 SACK_PERM TSval=515145366 TSecr=515145366 WS=128","8080","59470"
"416","19.778898782","127.0.0.1","127.0.0.1","TCP","66","59470  >  8080 [ACK] Seq=1 Ack=1 Win=65536 Len=0 TSval=515145366 TSecr=515145366","59470","8080"
"417","19.779556548","127.0.0.1","127.0.0.1","TCP","415","59470  >  8080 [PSH, ACK] Seq=1 Ack=1 Win=65536 Len=349 TSval=515145366 TSecr=515145366","59470","8080"
"418","19.779581830","127.0.0.1","127.0.0.1","TCP","66","8080  >  59470 [ACK] Seq=1 Ack=350 Win=65152 Len=0 TSval=515145366 TSecr=515145366","8080","59470"
"419","19.779927614","127.0.0.1","127.0.0.1","TCP","74","59484  >  8080 [SYN] Seq=0 Win=65495 Len=0 MSS=65495 SACK_PERM TSval=515145367 TSecr=0 WS=128","59484","8080"
