"No.","Time","Source","Destination","Protocol","Length","Info","src_port","dst_port"
"16241","211.054092200","127.0.0.1","127.0.0.1","TCP","66","8080  >  36602 [ACK] Seq=51594 Ack=47549 Win=59776 Len=0 TSval=95923322 TSecr=95923322","8080","36602"
"16242","211.054519486","127.0.0.1","127.0.0.1","TCP","318","8080  >  36644 [PSH, ACK] Seq=52417 Ack=50172 Win=59904 Len=252 TSval=95923323 TSecr=95923317","8080","36644"
"16243","211.054560064","127.0.0.1","127.0.0.1","TCP","66","36644  >  8080 [ACK] Seq=50172 Ack=52669 Win=77696 Len=0 TSval=95923323 TSecr=95923323","36644","8080"
"16244","211.054995313","127.0.0.1","127.0.0.1","TCP","286","8080  >  36760 [PSH, ACK] Seq=48733 Ack=49071 Win=59904 Len=220 TSval=95923323 TSecr=95922320","8080","36760"
"16245","211.055010049","127.0.0.1","127.0.0.1","TCP","278","36770  >  8080 [PSH, ACK] Seq=48862 Ack=48907 Win=77696 Len=212 TSval=95923323 TSecr=95922363","36770","8080"
"16246","211.055029954","127.0.0.1","127.0.0.1","TCP","66","36760  >  8080 [ACK] Seq=49071 Ack=48953 Win=77696 Len=0 TSval=95923323 TSecr=95923323","36760","8080"
"16247","211.055040011","127.0.0.1","127.0.0.1","TCP","66","8080  >  36770 [ACK] Seq=48907 Ack=49074 Win=59776 Len=0 TSval=95923323 TSecr=95923323","8080","36770"
"16248","211.055431818","127.0.0.1","127.0.0.1","TCP","278","36756  >  8080 [PSH, ACK] Seq=49076 Ack=44285 Win=77696 Len=212 TSval=95923324 TSecr=95923318","36756","8080"
"16249","211.055453329","127.0.0.1","127.0.0.1","TCP","253","8080  >  36730 [PSH, ACK] Seq=98695 Ack=56061 Win=59904 Len=187 TSval=95923324 TSecr=95923320","8080","36730"
"16250","211.055467088","127.0.0.1","127.0.0.1","TCP","66","8080  >  36756 [ACK] Seq=44285 Ack=49288 Win=59776 Len=0 TSval=95923324 TSecr=95923324","8080","36756"
"16251","211.055771594","127.0.0.1","127.0.0.1","TCP","278","36760  >  8080 [PSH, ACK] Seq=49071 Ack=48953 Win=77696 Len=212 TSval=95923324 TSecr=95923323","36760","8080"
"16252","211.055779556","127.0.0.1","127.0.0.1","TCP","66","36730  >  8080 [ACK] Seq=56061 Ack=98882 Win=1236096 Len=0 TSval=95923324 TSecr=95923321","36730","8080"
"16253","211.055805188","127.0.0.1","127.0.0.1","TCP","66","8080  >  36760 [ACK] Seq=48953 Ack=49283 Win=59776 Len=0 TSval=95923324 TSecr=95923324","8080","36760"
"16254","211.055840807","127.0.0.1","127.0.0.1","TCP","302","8080  >  36628 [PSH, ACK] Seq=49080 Ack=48238 Win=59904 Len=236 TSval=95923324 TSecr=95923320","8080","36628"
"16255","211.055844159","127.0.0.1","127.0.0.1","TCP","263","36742  >  8080 [PSH, ACK] Seq=47614 Ack=51304 Win=77696 Len=197 TSval=95923324 TSecr=95922363","36742","8080"
"16256","211.055867486","127.0.0.1","127.0.0.1","TCP","66","8080  >  36742 [ACK] Seq=51304 Ack=47811 Win=59776 Len=0 TSval=95923324 TSecr=95923324","8080","36742"
"16257","211.055870350","127.0.0.1","127.0.0.1","TCP","66","36628  >  8080 [ACK] Seq=48238 Ack=49316 Win=77696 Len=0 TSval=95923324 TSecr=95923324","36628","8080"
"16258","211.055908483","127.0.0.1","127.0.0.1","TCP","246","36802  >  8080 [PSH, ACK] Seq=49530 Ack=51582 Win=77696 Len=180 TSval=95923324 TSecr=95922319","36802","8080"
"16259","211.056159421","127.0.0.1","127.0.0.1","TCP","286","8080  >  36612 [PSH, ACK] Seq=49434 Ack=47328 Win=59904 Len=220 TSval=95923324 TSecr=95923321","8080","36612"
"16260","211.056481597","127.0.0.1","127.0.0.1","TCP","286","8080  >  36716 [PSH, ACK] Seq=51356 Ack=49156 Win=59904 Len=220 TSval=95923325 TSecr=95923322","8080","36716"
"16261","211.056855456","127.0.0.1","127.0.0.1","TCP","296","36658  >  8080 [PSH, ACK] Seq=47269 Ack=48496 Win=77696 Len=230 TSval=95923325 TSecr=95923322","36658","8080"
"16262","211.057183010","127.0.0.1","127.0.0.1","TCP","270","8080  >  36744 [PSH, ACK] Seq=45959 Ack=47826 Win=59904 Len=204 TSval=95923325 TSecr=95923322","8080","36744"
"16263","211.057225822","127.0.0.1","127.0.0.1","TCP","66","36744  >  8080 [ACK] Seq=47826 Ack=46163 Win=77696 Len=0 TSval=95923325 TSecr=95923325","36744","8080"
"16264","211.057470894","127.0.0.1","127.0.0.1","TCP","328","36666  >  8080 [PSH, ACK] Seq=49357 Ack=51004 Win=77696 Len=262 TSval=95923326 TSecr=95923320","36666","8080"
"16265","211.057498132","127.0.0.1","127.0.0.1","TCP","66","8080  >  36666 [ACK] Seq=51004 Ack=49619 Win=59648 Len=0 TSval=95923326 TSecr=95923326","8080","36666"
"16266","211.057586760","127.0.0.1","127.0.0.1","TCP","254","8080  >  36760 [PSH, ACK] Seq=48953 Ack=49283 Win=59904 Len=188 TSval=95923326 TSecr=95923324","8080","36760"
"16267","211.057684607","127.0.0.1","127.0.0.1","TCP","285","8080  >  36716 [PSH, ACK] Seq=51576 Ack=49156 Win=59904 Len=219 TSval=95923326 TSecr=95923322","8080","36716"
"16268","211.058041494","127.0.0.1","127.0.0.1","TCP","302","8080  >  36770 [PSH, ACK] Seq=48907 Ack=49074 Win=59904 Len=236 TSval=95923326 TSecr=95923323","8080","36770"
"16269","211.058079627","127.0.0.1","127.0.0.1","TCP","66","36770  >  8080 [ACK] Seq=49074 Ack=49143 Win=77696 Len=0 TSval=95923326 TSecr=95923326","36770","8080"
"16270","211.058355848","127.0.0.1","127.0.0.1","TCP","66","36716  >  8080 [ACK] Seq=49156 Ack=51795 Win=77696 Len=0 TSval=95923327 TSecr=95923325","36716","8080"
"16271","211.058508660","127.0.0.1","127.0.0.1","TCP","334","8080  >  36756 [PSH, ACK] Seq=44285 Ack=49288 Win=59904 Len=268 TSval=95923327 TSecr=95923324","8080","36756"
"16272","211.090566762","127.0.0.1","127.0.0.1","TCP","66","8080  >  36786 [ACK] Seq=55139 Ack=49030 Win=59904 Len=0 TSval=95923359 TSecr=95923317","8080","36786"
"16273","211.094574653","127.0.0.1","127.0.0.1","TCP","66","8080  >  36710 [ACK] Seq=70557 Ack=46770 Win=59904 Len=0 TSval=95923363 TSecr=95923322","8080","36710"
"16274","211.094607898","127.0.0.1","127.0.0.1","TCP","66","8080  >  36712 [ACK] Seq=48208 Ack=48434 Win=59904 Len=0 TSval=95923363 TSecr=95923320","8080","36712"
"16275","211.098306324","127.0.0.1","127.0.0.1","TCP","66","8080  >  36658 [ACK] Seq=48496 Ack=47499 Win=59904 Len=0 TSval=95923367 TSecr=95923325","8080","36658"
"16276","211.098377212","127.0.0.1","127.0.0.1","TCP","66","8080  >  36802 [ACK] Seq=51582 Ack=49710 Win=59904 Len=0 TSval=95923367 TSecr=95923324","8080","36802"
"16277","211.102526113","127.0.0.1","127.0.0.1","TCP","66","36760  >  8080 [ACK] Seq=49283 Ack=49141 Win=77696 Len=0 TSval=95923371 TSecr=95923326","36760","8080"
"16278","211.102547763","127.0.0.1","127.0.0.1","TCP","66","36612  >  8080 [ACK] Seq=47328 Ack=49654 Win=77696 Len=0 TSval=95923371 TSecr=95923324","36612","8080"
"16279","211.102556423","127.0.0.1","127.0.0.1","TCP","66","36756  >  8080 [ACK] Seq=49288 Ack=44553 Win=77696 Len=0 TSval=95923371 TSecr=95923327","36756","8080"
"16280","212.051682436","127.0.0.1","127.0.0.1","TCP","246","36678  >  8080 [PSH, ACK] Seq=47538 Ack=50332 Win=77696 Len=180 TSval=95924320 TSecr=95923322","36678","8080"
"16281","212.052202611","127.0.0.1","127.0.0.1","TCP","254","8080  >  36612 [PSH, ACK] Seq=49654 Ack=47328 Win=59904 Len=188 TSval=95924320 TSecr=95923371","8080","36612"
"16282","212.052235507","127.0.0.1","127.0.0.1","TCP","66","36612  >  8080 [ACK] Seq=47328 Ack=49842 Win=77696 Len=0 TSval=95924320 TSecr=95924320","36612","8080"
"16283","212.052402845","127.0.0.1","127.0.0.1","TCP","392","36644  >  8080 [PSH, ACK] Seq=50172 Ack=52669 Win=77696 Len=326 TSval=95924321 TSecr=95923323","36644","8080"
"16284","212.052402845","127.0.0.1","127.0.0.1","TCP","279","36786  >  8080 [PSH, ACK] Seq=49030 Ack=55139 Win=77696 Len=213 TSval=95924321 TSecr=95923359","36786","8080"
"16285","212.052456902","127.0.0.1","127.0.0.1","TCP","66","8080  >  36786 [ACK] Seq=55139 Ack=49243 Win=59776 Len=0 TSval=95924321 TSecr=95924321","8080","36786"
"16286","212.052911357","127.0.0.1","127.0.0.1","TCP","279","36656  >  8080 [PSH, ACK] Seq=50177 Ack=40339 Win=77696 Len=213 TSval=95924321 TSecr=95923319","36656","8080"
"16287","212.052948862","127.0.0.1","127.0.0.1","TCP","66","8080  >  36656 [ACK] Seq=40339 Ack=50390 Win=59648 Len=0 TSval=95924321 TSecr=95924321","8080","36656"
"16288","212.053171654","127.0.0.1","127.0.0.1","TCP","399","8080  >  36710 [PSH, ACK] Seq=70557 Ack=46770 Win=59904 Len=333 TSval=95924321 TSecr=95923322","8080","36710"
"16289","212.053213000","127.0.0.1","127.0.0.1","TCP","66","36710  >  8080 [ACK] Seq=46770 Ack=70890 Win=1233280 Len=0 TSval=95924321 TSecr=95924321","36710","8080"
"16290","212.053552078","127.0.0.1","127.0.0.1","TCP","286","8080  >  36694 [PSH, ACK] Seq=47770 Ack=49824 Win=59904 Len=220 TSval=95924322 TSecr=95923322","8080","36694"
"16291","212.053582109","127.0.0.1","127.0.0.1","TCP","66","36694  >  8080 [ACK] Seq=49824 Ack=47990 Win=77696 Len=0 TSval=95924322 TSecr=95924322","36694","8080"
"16292","212.053874184","127.0.0.1","127.0.0.1","TCP","286","8080  >  36802 [PSH, ACK] Seq=51582 Ack=49710 Win=59904 Len=220 TSval=95924322 TSecr=95923324","8080","36802"
"16293","212.053996196","127.0.0.1","127.0.0.1","TCP","278","36628  >  8080 [PSH, ACK] Seq=48238 Ack=49316 Win=77696 Len=212 TSval=95924322 TSecr=95923324","36628","8080"
"16294","212.054277935","127.0.0.1","127.0.0.1","TCP","392","36730  >  8080 [PSH, ACK] Seq=56061 Ack=98882 Win=1236096 Len=326 TSval=95924322 TSecr=95923321","36730","8080"
"16295","212.054361883","127.0.0.1","127.0.0.1","TCP","285","8080  >  36658 [PSH, ACK] Seq=48496 Ack=47499 Win=59904 Len=219 TSval=95924323 TSecr=95923325","8080","36658"
"16296","212.054736929","127.0.0.1","127.0.0.1","TCP","278","36612  >  8080 [PSH, ACK] Seq=47328 Ack=49842 Win=77696 Len=212 TSval=95924323 TSecr=95924320","36612","8080"
"16297","212.054775761","127.0.0.1","127.0.0.1","TCP","399","8080  >  36666 [PSH, ACK] Seq=51004 Ack=49619 Win=59904 Len=333 TSval=95924323 TSecr=95923326","8080","36666"
"16298","212.055130483","127.0.0.1","127.0.0.1","TCP","311","36712  >  8080 [PSH, ACK] Seq=48434 Ack=48208 Win=77696 Len=245 TSval=95924323 TSecr=95923363","36712","8080"
"16299","212.055162400","127.0.0.1","127.0.0.1","TCP","66","8080  >  36712 [ACK] Seq=48208 Ack=48679 Win=59776 Len=0 TSval=95924323 TSecr=95924323","8080","36712"
"16300","212.055291187","127.0.0.1","127.0.0.1","TCP","285","8080  >  36602 [PSH, ACK] Seq=51594 Ack=47549 Win=59904 Len=219 TSval=95924324 TSecr=95923322","8080","36602"
"16301","212.055622512","127.0.0.1","127.0.0.1","TCP","296","36744  >  8080 [PSH, ACK] Seq=47826 Ack=46163 Win=77696 Len=230 TSval=95924324 TSecr=95923325","36744","8080"
"16302","212.055746969","127.0.0.1","127.0.0.1","TCP","319","8080  >  36602 [PSH, ACK] Seq=51813 Ack=47549 Win=59904 Len=253 TSval=95924324 TSecr=95923322","8080","36602"
"16303","212.055790968","127.0.0.1","127.0.0.1","TCP","278","36602  >  8080 [PSH, ACK] Seq=47549 Ack=51813 Win=77696 Len=212 TSval=95924324 TSecr=95924324","36602","8080"
"16304","212.055822187","127.0.0.1","127.0.0.1","TCP","66","8080  >  36602 [ACK] Seq=52066 Ack=47761 Win=59776 Len=0 TSval=95924324 TSecr=95924324","8080","36602"
"16305","212.056231246","127.0.0.1","127.0.0.1","TCP","303","8080  >  36742 [PSH, ACK] Seq=51304 Ack=47811 Win=59904 Len=237 TSval=95924324 TSecr=95923324","8080","36742"
"16306","212.056301855","127.0.0.1","127.0.0.1","TCP","66","36742  >  8080 [ACK] Seq=47811 Ack=51541 Win=77696 Len=0 TSval=95924325 TSecr=95924324","36742","8080"
"16307","212.056605942","127.0.0.1","127.0.0.1","TCP","278","36710  >  8080 [PSH, ACK] Seq=46770 Ack=70890 Win=1233280 Len=212 TSval=95924325 TSecr=95924321","36710","8080"
"16308","212.056642329","127.0.0.1","127.0.0.1","TCP","66","8080  >  36710 [ACK] Seq=70890 Ack=46982 Win=59776 Len=0 TSval=95924325 TSecr=95924325","8080","36710"
"16309","212.056761548","127.0.0.1","127.0.0.1","TCP","285","8080  >  36612 [PSH, ACK] Seq=49842 Ack=47540 Win=59904 Len=219 TSval=95924325 TSecr=95924323","8080","36612"
