"No.","Time","Source","Destination","Protocol","Length","Info","src_port","dst_port"
"150","2.495294722","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60046","4444"
"151","2.495544612","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","42996","4444"
"152","2.495785144","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","42872","4444"
"211","2.504150943","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","42872"
"212","2.504169870","127.0.0.1","127.0.0.1","TCP","66","42872  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449042814 TSecr=449042814","42872","4444"
"216","2.504590032","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","42996"
"217","2.504605886","127.0.0.1","127.0.0.1","TCP","66","42996  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449042814 TSecr=449042814","42996","4444"
"221","2.505195900","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60046"
"222","2.505221182","127.0.0.1","127.0.0.1","TCP","66","60046  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449042815 TSecr=449042815","60046","4444"
"239","2.596253171","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60438","4444"
"240","2.596439855","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60186","4444"
"241","2.596949832","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","42874","4444"
"302","2.605495122","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","42874"
"303","2.605524176","127.0.0.1","127.0.0.1","TCP","66","42874  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449042915 TSecr=449042915","42874","4444"
"307","2.606076476","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60438"
"308","2.606095403","127.0.0.1","127.0.0.1","TCP","66","60438  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449042916 TSecr=449042916","60438","4444"
"309","2.606163707","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60186"
"310","2.606185637","127.0.0.1","127.0.0.1","TCP","66","60186  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449042916 TSecr=449042916","60186","4444"
"330","2.696250821","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","42872","4444"
"331","2.696443092","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60052","4444"
"333","2.697413948","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60422","4444"
"335","2.697589108","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","42954","4444"
"409","2.705343453","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60052"
"410","2.705368735","127.0.0.1","127.0.0.1","TCP","66","60052  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043015 TSecr=449043015","60052","4444"
"411","2.705384798","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","42872"
"412","2.705394716","127.0.0.1","127.0.0.1","TCP","66","42872  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449043015 TSecr=449043015","42872","4444"
"416","2.705485509","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","42954"
"417","2.705500943","127.0.0.1","127.0.0.1","TCP","66","42954  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043015 TSecr=449043015","42954","4444"
"418","2.705581889","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60422"
"420","2.705591527","127.0.0.1","127.0.0.1","TCP","66","60422  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043015 TSecr=449043015","60422","4444"
"444","2.797949441","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60014","4444"
"445","2.798373304","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60294","4444"
"447","2.798440980","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","43060","4444"
"504","2.803940028","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","43060"
"506","2.803954695","127.0.0.1","127.0.0.1","TCP","66","43060  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043114 TSecr=449043114","43060","4444"
"509","2.804275752","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60014"
"510","2.804292863","127.0.0.1","127.0.0.1","TCP","66","60014  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043114 TSecr=449043114","60014","4444"
"514","2.805197231","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60294"
"515","2.805216437","127.0.0.1","127.0.0.1","TCP","66","60294  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043115 TSecr=449043115","60294","4444"
"533","2.900407300","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60126","4444"
"534","2.900601736","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60078","4444"
"535","2.900758948","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60282","4444"
"540","2.901758368","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60042","4444"
"544","2.901936253","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","59938","4444"
"594","2.905848799","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60240","4444"
"616","2.906979101","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60052","4444"
"643","2.908235466","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60282"
"644","2.908254602","127.0.0.1","127.0.0.1","TCP","66","60282  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043218 TSecr=449043218","60282","4444"
"655","2.909092062","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60126"
"656","2.909096322","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60078"
"657","2.909113154","127.0.0.1","127.0.0.1","TCP","66","60126  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043219 TSecr=449043219","60126","4444"
"658","2.909116436","127.0.0.1","127.0.0.1","TCP","66","60078  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043219 TSecr=449043219","60078","4444"
"661","2.909273438","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60042"
"663","2.909291876","127.0.0.1","127.0.0.1","TCP","66","60042  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043219 TSecr=449043219","60042","4444"
"668","2.909459634","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60224","4444"
"674","2.909761974","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","59938"
"675","2.909780482","127.0.0.1","127.0.0.1","TCP","66","59938  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043219 TSecr=449043219","59938","4444"
"701","2.911737000","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60240"
"702","2.911752644","127.0.0.1","127.0.0.1","TCP","66","60240  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043221 TSecr=449043221","60240","4444"
"713","2.913146525","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60052"
"714","2.913164823","127.0.0.1","127.0.0.1","TCP","66","60052  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449043223 TSecr=449043223","60052","4444"
"725","2.915198794","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60224"
"726","2.915215905","127.0.0.1","127.0.0.1","TCP","66","60224  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043225 TSecr=449043225","60224","4444"
"759","3.001068996","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60422","4444"
"764","3.003191036","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60322","4444"
"765","3.003376743","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60400","4444"
"766","3.003528506","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","43012","4444"
"768","3.003684391","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60314","4444"
"772","3.004005868","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","43040","4444"
"850","3.009737974","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60422"
"851","3.009762279","127.0.0.1","127.0.0.1","TCP","66","60422  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449043319 TSecr=449043319","60422","4444"
"860","3.010528292","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60014","4444"
"893","3.012011220","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60372","4444"
"895","3.012314258","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60172","4444"
"906","3.012798743","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60400"
"908","3.012810546","127.0.0.1","127.0.0.1","TCP","66","60400  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043322 TSecr=449043322","60400","4444"
"909","3.012893168","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","43040"
"911","3.012912654","127.0.0.1","127.0.0.1","TCP","66","43040  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043323 TSecr=449043323","43040","4444"
"915","3.013017275","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","43012"
"916","3.013034316","127.0.0.1","127.0.0.1","TCP","66","43012  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043323 TSecr=449043323","43012","4444"
"920","3.013126855","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60314"
"921","3.013154023","127.0.0.1","127.0.0.1","TCP","66","60314  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043323 TSecr=449043323","60314","4444"
"922","3.013210664","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60322"
"924","3.013230429","127.0.0.1","127.0.0.1","TCP","66","60322  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043323 TSecr=449043323","60322","4444"
"936","3.014086117","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60186","4444"
"938","3.014348858","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","42874","4444"
"988","3.018071089","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60014"
"990","3.018101609","127.0.0.1","127.0.0.1","TCP","66","60014  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449043328 TSecr=449043328","60014","4444"
"1009","3.019640898","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60372"
"1010","3.019654657","127.0.0.1","127.0.0.1","TCP","66","60372  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043329 TSecr=449043329","60372","4444"
"1012","3.019808656","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60172"
"1014","3.019832890","127.0.0.1","127.0.0.1","TCP","66","60172  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043329 TSecr=449043329","60172","4444"
"1020","3.021393341","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","42874"
"1021","3.021420300","127.0.0.1","127.0.0.1","TCP","66","42874  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449043331 TSecr=449043331","42874","4444"
"1031","3.023621958","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60186"
"1032","3.023647730","127.0.0.1","127.0.0.1","TCP","66","60186  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449043333 TSecr=449043333","60186","4444"
"1074","3.103369644","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","59948","4444"
"1075","3.103536214","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60338","4444"
"1076","3.103669820","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","42872","4444"
"1077","3.103797698","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60126","4444"
"1078","3.103927951","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60428","4444"
"1080","3.104054363","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","59954","4444"
"1081","3.104180285","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60028","4444"
"1092","3.105107910","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60078","4444"
"1220","3.110030004","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","59948"
"1221","3.110044880","127.0.0.1","127.0.0.1","TCP","66","59948  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043420 TSecr=449043420","59948","4444"
"1222","3.110044880","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60126"
"1223","3.110064854","127.0.0.1","127.0.0.1","TCP","66","60126  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449043420 TSecr=449043420","60126","4444"
"1225","3.110140352","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60028"
"1228","3.110165145","127.0.0.1","127.0.0.1","TCP","66","60028  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043420 TSecr=449043420","60028","4444"
"1233","3.110297773","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60338"
"1234","3.110307620","127.0.0.1","127.0.0.1","TCP","66","60338  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043420 TSecr=449043420","60338","4444"
"1236","3.110313836","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60428"
"1238","3.110336744","127.0.0.1","127.0.0.1","TCP","66","60428  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043420 TSecr=449043420","60428","4444"
"1244","3.110507993","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60078"
"1247","3.110538584","127.0.0.1","127.0.0.1","TCP","66","60078  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449043420 TSecr=449043420","60078","4444"
"1260","3.111679013","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","59954"
"1261","3.111707577","127.0.0.1","127.0.0.1","TCP","66","59954  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043421 TSecr=449043421","59954","4444"
"1264","3.112233688","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","42872"
"1265","3.112255687","127.0.0.1","127.0.0.1","TCP","66","42872  >  4444 [ACK] Seq=616 Ack=226 Win=630 Len=0 TSval=449043422 TSecr=449043422","42872","4444"
"1298","3.204886400","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","59964","4444"
"1299","3.205138246","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60454","4444"
"1300","3.205336035","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60186","4444"
"1358","3.209411170","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","59964"
"1359","3.209424440","127.0.0.1","127.0.0.1","TCP","66","59964  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043519 TSecr=449043519","59964","4444"
"1360","3.209433170","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60186"
"1361","3.209452097","127.0.0.1","127.0.0.1","TCP","66","60186  >  4444 [ACK] Seq=616 Ack=226 Win=630 Len=0 TSval=449043519 TSecr=449043519","60186","4444"
"1365","3.209629353","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60454"
"1366","3.209644857","127.0.0.1","127.0.0.1","TCP","66","60454  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043519 TSecr=449043519","60454","4444"
"1369","3.209833707","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60314","4444"
"1383","3.212572929","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60046","4444"
"1395","3.213868824","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60314"
"1396","3.213886563","127.0.0.1","127.0.0.1","TCP","66","60314  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449043524 TSecr=449043524","60314","4444"
"1414","3.216084869","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60046"
"1415","3.216098139","127.0.0.1","127.0.0.1","TCP","66","60046  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449043526 TSecr=449043526","60046","4444"
"1439","3.305176264","127.0.0.1","127.0.0.1","TCP","66","58978  >  4444 [ACK] Seq=1 Ack=1 Win=630 Len=0 TSval=449043615 TSecr=449033379","58978","4444"
"1440","3.305207483","127.0.0.1","127.0.0.1","TCP","66","[TCP ACKed unseen segment] 4444  >  58978 [ACK] Seq=1 Ack=2 Win=512 Len=0 TSval=449043615 TSecr=448992611","4444","58978"
"1441","3.306818569","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","42876","4444"
"1442","3.307045900","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","59944","4444"
"1443","3.307208001","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","42890","4444"
"1444","3.307439872","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60080","4444"
"1445","3.307614124","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60438","4444"
"1540","3.313424732","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","59944"
"1541","3.313424732","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60438"
"1542","3.313439608","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","42876"
"1543","3.313445265","127.0.0.1","127.0.0.1","TCP","66","59944  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043623 TSecr=449043623","59944","4444"
"1544","3.313445265","127.0.0.1","127.0.0.1","TCP","66","60438  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449043623 TSecr=449043623","60438","4444"
"1545","3.313447640","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60080"
"1546","3.313463912","127.0.0.1","127.0.0.1","TCP","66","42876  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043623 TSecr=449043623","42876","4444"
"1547","3.313473900","127.0.0.1","127.0.0.1","TCP","66","60080  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043623 TSecr=449043623","60080","4444"
"1557","3.314085914","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60240","4444"
"1558","3.314141298","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","42890"
"1559","3.314160155","127.0.0.1","127.0.0.1","TCP","66","42890  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043624 TSecr=449043624","42890","4444"
"1573","3.317084315","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60152","4444"
"1587","3.319427750","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60240"
"1588","3.319454779","127.0.0.1","127.0.0.1","TCP","66","60240  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449043629 TSecr=449043629","60240","4444"
"1605","3.322371746","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60152"
"1606","3.322394654","127.0.0.1","127.0.0.1","TCP","66","60152  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043632 TSecr=449043632","60152","4444"
"1636","3.408304874","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60268","4444"
"1637","3.408796483","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60212","4444"
"1648","3.410548787","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","59870","4444"
"1690","3.414955875","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60212"
"1692","3.414986395","127.0.0.1","127.0.0.1","TCP","66","60212  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043725 TSecr=449043725","60212","4444"
"1695","3.415480239","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","59900","4444"
"1697","3.415648625","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60268"
"1698","3.415672999","127.0.0.1","127.0.0.1","TCP","66","60268  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043725 TSecr=449043725","60268","4444"
"1726","3.418917240","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","59870"
"1727","3.418939170","127.0.0.1","127.0.0.1","TCP","66","59870  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043729 TSecr=449043729","59870","4444"
"1732","3.420168087","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","59900"
"1733","3.420189598","127.0.0.1","127.0.0.1","TCP","66","59900  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043730 TSecr=449043730","59900","4444"
"1736","3.420590833","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","59954","4444"
"1751","3.424217312","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60420","4444"
"1760","3.425472839","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","59954"
"1761","3.425497702","127.0.0.1","127.0.0.1","TCP","66","59954  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449043735 TSecr=449043735","59954","4444"
"1772","3.427510581","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60152","4444"
"1788","3.429684024","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60420"
"1789","3.429706373","127.0.0.1","127.0.0.1","TCP","66","60420  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043739 TSecr=449043739","60420","4444"
"1806","3.432814704","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60152"
"1807","3.432858145","127.0.0.1","127.0.0.1","TCP","66","60152  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449043742 TSecr=449043742","60152","4444"
"1837","3.511281650","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","43028","4444"
"1856","3.516704712","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60278","4444"
"1857","3.517033312","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60052","4444"
"1860","3.517235920","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60400","4444"
"1865","3.517951368","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","43028"
"1866","3.517977489","127.0.0.1","127.0.0.1","TCP","66","43028  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043828 TSecr=449043828","43028","4444"
"1923","3.523188095","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60278"
"1924","3.523212260","127.0.0.1","127.0.0.1","TCP","66","60278  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043833 TSecr=449043833","60278","4444"
"1929","3.523720560","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60400"
"1930","3.523743957","127.0.0.1","127.0.0.1","TCP","66","60400  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449043833 TSecr=449043833","60400","4444"
"1933","3.524349546","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60052"
"1934","3.524373850","127.0.0.1","127.0.0.1","TCP","66","60052  >  4444 [ACK] Seq=616 Ack=226 Win=630 Len=0 TSval=449043834 TSecr=449043834","60052","4444"
"1937","3.527170412","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","43012","4444"
"1957","3.532584534","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","43012"
"1958","3.532607023","127.0.0.1","127.0.0.1","TCP","66","43012  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449043842 TSecr=449043842","43012","4444"
"1982","3.615977835","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","43040","4444"
"2002","3.621814842","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","43040"
"2003","3.621835794","127.0.0.1","127.0.0.1","TCP","66","43040  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449043931 TSecr=449043931","43040","4444"
"2006","3.629426712","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60190","4444"
"2030","3.636643073","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60190"
"2031","3.636668285","127.0.0.1","127.0.0.1","TCP","66","60190  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449043946 TSecr=449043946","60190","4444"
"2046","3.713494115","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60152","4444"
"2047","3.713814474","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60106","4444"
"2049","3.714513370","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60122","4444"
"2056","3.715136908","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","60078","4444"
"2112","3.719869524","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","42876","4444"
"2113","3.719915829","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60152"
"2114","3.719941391","127.0.0.1","127.0.0.1","TCP","66","60152  >  4444 [ACK] Seq=616 Ack=226 Win=630 Len=0 TSval=449044030 TSecr=449044030","60152","4444"
"2121","3.720240099","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","42874","4444"
"2140","3.721247202","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60122"
"2142","3.721276186","127.0.0.1","127.0.0.1","TCP","66","60122  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449044031 TSecr=449044031","60122","4444"
"2147","3.721744538","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60078"
"2148","3.721765281","127.0.0.1","127.0.0.1","TCP","66","60078  >  4444 [ACK] Seq=616 Ack=226 Win=630 Len=0 TSval=449044031 TSecr=449044031","60078","4444"
"2154","3.722233702","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","60106"
"2155","3.722254724","127.0.0.1","127.0.0.1","TCP","66","60106  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449044032 TSecr=449044032","60106","4444"
"2186","3.724624839","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","42874"
"2187","3.724643277","127.0.0.1","127.0.0.1","TCP","66","42874  >  4444 [ACK] Seq=616 Ack=226 Win=630 Len=0 TSval=449044034 TSecr=449044034","42874","4444"
"2190","3.725172949","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","42876"
"2191","3.725193342","127.0.0.1","127.0.0.1","TCP","66","42876  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449044035 TSecr=449044035","42876","4444"
"2194","3.735332118","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","59986","4444"
"2214","3.739581367","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","59986"
"2215","3.739592262","127.0.0.1","127.0.0.1","TCP","66","59986  >  4444 [ACK] Seq=206 Ack=76 Win=630 Len=0 TSval=449044049 TSecr=449044049","59986","4444"
"2245","3.815115632","127.0.0.1","127.0.0.1","TLSv1.2","271","Application Data","59964","4444"
"2265","3.818727724","127.0.0.1","127.0.0.1","TLSv1.2","141","Application Data","4444","59964"
"2266","3.818739318","127.0.0.1","127.0.0.1","TCP","66","59964  >  4444 [ACK] Seq=411 Ack=151 Win=630 Len=0 TSval=449044128 TSecr=449044128","59964","4444"
